Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"17748","CVE-2003-0544","5.0","High","192.168.1.24","tcp","80","OpenSSL 0.9.6 < 0.9.6k Multiple Vulnerabilities","The remote service is affected by multiple vulnerabilities.","The version of OpenSSL installed on the remote host is prior to 0.9.6k. It is, therefore, affected by multiple
vulnerabilities as referenced in the 0.9.6k advisory.

  - OpenSSL 0.9.6 and 0.9.7 does not properly track the number of characters in certain ASN.1 inputs, which
    allows remote attackers to cause a denial of service (crash) via an SSL client certificate that causes
    OpenSSL to read past the end of a buffer when the long form is used. (CVE-2003-0544)

  - Integer overflow in OpenSSL 0.9.6 and 0.9.7 allows remote attackers to cause a denial of service (crash)
    via an SSL client certificate with certain ASN.1 tag values. (CVE-2003-0543)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to OpenSSL version 0.9.6k or later.","https://www.cve.org/CVERecord?id=CVE-2003-0543
https://www.cve.org/CVERecord?id=CVE-2003-0544
https://www.openssl.org/news/secadv/20030930.txt","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.6k"
"17750","CVE-2004-0079","5.0","Medium","192.168.1.24","tcp","80","OpenSSL < 0.9.6m / 0.9.7d Denial of Service","The remote server is vulnerable to a denial of service attack.","According to its banner, the remote server is running a version of 
OpenSSL that is earlier than 0.9.6m or 0.9.7d. 

A remote attacker can crash the server by sending an overly long
Kerberos ticket or a crafted SSL/TLS handshake.","Upgrade to OpenSSL 0.9.6m / 0.9.7d or later.","https://www.us-cert.gov/ncas/alerts/ta04-078a
https://www.openssl.org/news/secadv/20040317.txt
http://marc.info/?l=bugtraq&m=107953412903636&w=2","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.6m
"
"17750","CVE-2004-0112","5.0","Medium","192.168.1.24","tcp","80","OpenSSL < 0.9.6m / 0.9.7d Denial of Service","The remote server is vulnerable to a denial of service attack.","According to its banner, the remote server is running a version of 
OpenSSL that is earlier than 0.9.6m or 0.9.7d. 

A remote attacker can crash the server by sending an overly long
Kerberos ticket or a crafted SSL/TLS handshake.","Upgrade to OpenSSL 0.9.6m / 0.9.7d or later.","https://www.us-cert.gov/ncas/alerts/ta04-078a
https://www.openssl.org/news/secadv/20040317.txt
http://marc.info/?l=bugtraq&m=107953412903636&w=2","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.6m
"
"17751","CVE-2009-0653","7.5","High","192.168.1.24","tcp","80","OpenSSL 0.9.6 CA Basic Constraints Validation Vulnerability","The remote server is affected by a certificate validation
vulnerability.","According to its banner, the remote server is running a version of 
OpenSSL that is earlier than 0.9.7. 

Such versions do not verify the Basic Constraint for some
certificates.  A remote attacker could perform a man-in-the-middle
attack. 

Details on this weakness are missing.  It is related to CVE-2002-0970. 
OpenSSL 0.9.6 was reported as 'probably' vulnerable.","Upgrade to OpenSSL 0.9.7 or later.","http://www.nessus.org/u?8e41b7c3","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.7"
"17752","CVE-2002-0657","7.5","High","192.168.1.24","tcp","80","OpenSSL < 0.9.7-beta3 Buffer Overflow","The remote server is affected by an arbitrary code execution
vulnerability.","According to its banner, the remote server is running a version of 
OpenSSL that is earlier than 0.9.7-beta3. 

If Kerberos is enabled, a remote attacker could trigger a buffer
overflow with a long master key and execute arbitrary code.","Upgrade to OpenSSL 0.9.7 or later.","","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.7-beta3
"
"17756","CVE-2006-4339","4.3","Medium","192.168.1.24","tcp","80","OpenSSL < 0.9.7k / 0.9.8c PKCS Padding RSA Signature Forgery Vulnerability","The SSL layer on the remote server does not properly verify
signatures.","According to its banner, the remote server is running a version of 
OpenSSL that is earlier than 0.9.7k or 0.9.8c.

These versions do not properly verify PKCS #1 v1.5 signatures and X509
certificates when the RSA exponent is 3.","Upgrade to OpenSSL 0.9.7k / 0.9.8c or later.","https://www.openssl.org/news/secadv/20060905.txt
https://www.us-cert.gov/ncas/alerts/ta06-333a","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.7k"
"17759","CVE-2005-2946","5.0","Medium","192.168.1.24","tcp","80","OpenSSL < 0.9.8 Weak Default Configuration","The default configuration of OpenSSL on the remote server uses a weak
hash algorithm.","According to its banner, the remote server is running a version of 
OpenSSL that is earlier than 0.9.8. 

The default configuration uses MD5 instead of a stronger hash
algorithm.  An attacker could forge certificates. 

If you never generate certificates on this machine, you may ignore
this warning.","Upgrade to OpenSSL 0.9.8 or later.","https://bugs.launchpad.net/ubuntu/+source/openssl/+bug/19835
https://usn.ubuntu.com/179-1/","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8"
"17765","CVE-2009-0789","5.1","Medium","192.168.1.24","tcp","80","OpenSSL < 0.9.8l Multiple Vulnerabilities","The remote server is affected by multiple vulnerabilities.","According to its banner, the remote server is running a version of
OpenSSL that is earlier than 0.9.8l.  As such, it may be affected by
multiple vulnerabilities :

  - A remote attacker could crash the server by sending 
    malformed ASN.1 data. This flaw only affects some 
    architectures, Win64 and other unspecified platforms. 
    (CVE-2009-0789)

  - A remote attacker could saturate the server by sending 
    a big number of 'future epoch' DTLS records. 
    (CVE-2009-1377)

  - A remote attacker could saturate the server by sending 
    duplicate DTLS records, or DTLS records with too big 
    sequence numbers. (CVE-2009-1378)

  - A remote attacker could spoof certificates by computing 
    MD2 hash collisions. (CVE-2009-2409)","Upgrade to OpenSSL 0.9.8l or later.","http://voodoo-circle.sourceforge.net/sa/sa-20090326-01.html
https://www.openssl.org/news/secadv/20090325.txt
http://voodoo-circle.sourceforge.net/sa/sa-20091012-01.html
http://cvs.openssl.org/chngview?cn=18187
http://cvs.openssl.org/chngview?cn=18188","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8l"
"17765","CVE-2009-1377","5.1","Medium","192.168.1.24","tcp","80","OpenSSL < 0.9.8l Multiple Vulnerabilities","The remote server is affected by multiple vulnerabilities.","According to its banner, the remote server is running a version of
OpenSSL that is earlier than 0.9.8l.  As such, it may be affected by
multiple vulnerabilities :

  - A remote attacker could crash the server by sending 
    malformed ASN.1 data. This flaw only affects some 
    architectures, Win64 and other unspecified platforms. 
    (CVE-2009-0789)

  - A remote attacker could saturate the server by sending 
    a big number of 'future epoch' DTLS records. 
    (CVE-2009-1377)

  - A remote attacker could saturate the server by sending 
    duplicate DTLS records, or DTLS records with too big 
    sequence numbers. (CVE-2009-1378)

  - A remote attacker could spoof certificates by computing 
    MD2 hash collisions. (CVE-2009-2409)","Upgrade to OpenSSL 0.9.8l or later.","http://voodoo-circle.sourceforge.net/sa/sa-20090326-01.html
https://www.openssl.org/news/secadv/20090325.txt
http://voodoo-circle.sourceforge.net/sa/sa-20091012-01.html
http://cvs.openssl.org/chngview?cn=18187
http://cvs.openssl.org/chngview?cn=18188","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8l"
"17765","CVE-2009-1378","5.1","Medium","192.168.1.24","tcp","80","OpenSSL < 0.9.8l Multiple Vulnerabilities","The remote server is affected by multiple vulnerabilities.","According to its banner, the remote server is running a version of
OpenSSL that is earlier than 0.9.8l.  As such, it may be affected by
multiple vulnerabilities :

  - A remote attacker could crash the server by sending 
    malformed ASN.1 data. This flaw only affects some 
    architectures, Win64 and other unspecified platforms. 
    (CVE-2009-0789)

  - A remote attacker could saturate the server by sending 
    a big number of 'future epoch' DTLS records. 
    (CVE-2009-1377)

  - A remote attacker could saturate the server by sending 
    duplicate DTLS records, or DTLS records with too big 
    sequence numbers. (CVE-2009-1378)

  - A remote attacker could spoof certificates by computing 
    MD2 hash collisions. (CVE-2009-2409)","Upgrade to OpenSSL 0.9.8l or later.","http://voodoo-circle.sourceforge.net/sa/sa-20090326-01.html
https://www.openssl.org/news/secadv/20090325.txt
http://voodoo-circle.sourceforge.net/sa/sa-20091012-01.html
http://cvs.openssl.org/chngview?cn=18187
http://cvs.openssl.org/chngview?cn=18188","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8l"
"17765","CVE-2009-2409","5.1","Medium","192.168.1.24","tcp","80","OpenSSL < 0.9.8l Multiple Vulnerabilities","The remote server is affected by multiple vulnerabilities.","According to its banner, the remote server is running a version of
OpenSSL that is earlier than 0.9.8l.  As such, it may be affected by
multiple vulnerabilities :

  - A remote attacker could crash the server by sending 
    malformed ASN.1 data. This flaw only affects some 
    architectures, Win64 and other unspecified platforms. 
    (CVE-2009-0789)

  - A remote attacker could saturate the server by sending 
    a big number of 'future epoch' DTLS records. 
    (CVE-2009-1377)

  - A remote attacker could saturate the server by sending 
    duplicate DTLS records, or DTLS records with too big 
    sequence numbers. (CVE-2009-1378)

  - A remote attacker could spoof certificates by computing 
    MD2 hash collisions. (CVE-2009-2409)","Upgrade to OpenSSL 0.9.8l or later.","http://voodoo-circle.sourceforge.net/sa/sa-20090326-01.html
https://www.openssl.org/news/secadv/20090325.txt
http://voodoo-circle.sourceforge.net/sa/sa-20091012-01.html
http://cvs.openssl.org/chngview?cn=18187
http://cvs.openssl.org/chngview?cn=18188","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8l"
"19506","","","None","192.168.1.24","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management
    checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 10.9.3
Nessus build : 20023
Plugin feed version : 202510171606
Scanner edition used : Nessus Home
Scanner OS : WINDOWS
Scanner distribution : win-x86-64
Scan type : Normal
Scan name : KIOPTRIX 1
Scan policy used : Advanced Scan
Scanner IP : 192.168.1.8
Port scanner(s) : nessus_syn_scanner 
Port range : 65535
Ping RTT : 284.786 ms
Thorough tests : no
Experimental tests : no
Scan for Unpatched Vulnerabilities : no
Plugin debugging enabled : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
Display superseded patches : yes (supersedence plugin did not launch)
CGI scanning : disabled
Web application tests : disabled
Max hosts : 50
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing : Yes
Nessus Plugin Signature Checking : Enabled
Audit File Signature Checking : Disabled
Scan Start Date : 2025/10/18 17:36 India Standard Time (UTC +05:30)
Scan duration : 1021 sec
Scan for malware : no
"
"19592","CVE-2005-2797","3.5","Low","192.168.1.24","tcp","22","OpenSSH < 4.2 Multiple Vulnerabilities","The remote SSH server has multiple vulnerabilities.","According to its banner, the version of OpenSSH installed on the
remote host has the following vulnerabilities :

  - X11 forwarding may be enabled unintentionally when
    multiple forwarding requests are made on the same session,
    or when an X11 listener is orphaned after a session goes
    away. (CVE-2005-2797)

  - GSSAPI credentials may be delegated to users who
    log in using something other than GSSAPI authentication
    if 'GSSAPIDelegateCredentials' is enabled. (CVE-2005-2798)

  - Attempting to log in as a nonexistent user causes
    the authentication process to hang, which could
    be exploited to enumerate valid user accounts.
    Only OpenSSH on Mac OS X 10.4.x is affected.
    (CVE-2006-0393)

  - Repeatedly attempting to log in as a nonexistent
    user could result in a denial of service.
    Only OpenSSH on Mac OS X 10.4.x is affected.
    (CVE-2006-0393)","Upgrade to OpenSSH 4.2 or later.  For OpenSSH on Mac OS X 10.4.x,
apply Mac OS X Security Update 2006-004.","http://www.openssh.com/txt/release-4.2
https://lists.apple.com/archives/security-announce/2006/Aug/msg00000.html
https://support.apple.com/?artnum=304063","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 4.2
"
"19592","CVE-2005-2798","3.5","Low","192.168.1.24","tcp","22","OpenSSH < 4.2 Multiple Vulnerabilities","The remote SSH server has multiple vulnerabilities.","According to its banner, the version of OpenSSH installed on the
remote host has the following vulnerabilities :

  - X11 forwarding may be enabled unintentionally when
    multiple forwarding requests are made on the same session,
    or when an X11 listener is orphaned after a session goes
    away. (CVE-2005-2797)

  - GSSAPI credentials may be delegated to users who
    log in using something other than GSSAPI authentication
    if 'GSSAPIDelegateCredentials' is enabled. (CVE-2005-2798)

  - Attempting to log in as a nonexistent user causes
    the authentication process to hang, which could
    be exploited to enumerate valid user accounts.
    Only OpenSSH on Mac OS X 10.4.x is affected.
    (CVE-2006-0393)

  - Repeatedly attempting to log in as a nonexistent
    user could result in a denial of service.
    Only OpenSSH on Mac OS X 10.4.x is affected.
    (CVE-2006-0393)","Upgrade to OpenSSH 4.2 or later.  For OpenSSH on Mac OS X 10.4.x,
apply Mac OS X Security Update 2006-004.","http://www.openssh.com/txt/release-4.2
https://lists.apple.com/archives/security-announce/2006/Aug/msg00000.html
https://support.apple.com/?artnum=304063","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 4.2
"
"19592","CVE-2006-0393","3.5","Low","192.168.1.24","tcp","22","OpenSSH < 4.2 Multiple Vulnerabilities","The remote SSH server has multiple vulnerabilities.","According to its banner, the version of OpenSSH installed on the
remote host has the following vulnerabilities :

  - X11 forwarding may be enabled unintentionally when
    multiple forwarding requests are made on the same session,
    or when an X11 listener is orphaned after a session goes
    away. (CVE-2005-2797)

  - GSSAPI credentials may be delegated to users who
    log in using something other than GSSAPI authentication
    if 'GSSAPIDelegateCredentials' is enabled. (CVE-2005-2798)

  - Attempting to log in as a nonexistent user causes
    the authentication process to hang, which could
    be exploited to enumerate valid user accounts.
    Only OpenSSH on Mac OS X 10.4.x is affected.
    (CVE-2006-0393)

  - Repeatedly attempting to log in as a nonexistent
    user could result in a denial of service.
    Only OpenSSH on Mac OS X 10.4.x is affected.
    (CVE-2006-0393)","Upgrade to OpenSSH 4.2 or later.  For OpenSSH on Mac OS X 10.4.x,
apply Mac OS X Security Update 2006-004.","http://www.openssh.com/txt/release-4.2
https://lists.apple.com/archives/security-announce/2006/Aug/msg00000.html
https://support.apple.com/?artnum=304063","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 4.2
"
"24260","","","None","192.168.1.24","tcp","80","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : no
Keep-Alive : no
Options allowed : GET, HEAD, OPTIONS, TRACE
Headers :

  Date: Sat, 18 Oct 2025 12:13:07 GMT
  Server: Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Last-Modified: Thu, 06 Sep 2001 03:12:46 GMT
  ETag: ""8805-b4a-3b96e9ae""
  Accept-Ranges: bytes
  Content-Length: 2890
  Connection: close
  Content-Type: text/html
  
Response Body :

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 3.2 Final//EN"">
<HTML>
 <HEAD>
  <TITLE>Test Page for the Apache Web Server on Red Hat Linux</TITLE>
 </HEAD>
<!-- Background white, links blue (unvisited), navy (visited), red (active) -->
 <BODY BGCOLOR=""#FFFFFF"">

  <H1 ALIGN=""CENTER"">Test Page</H1>
  This page is used to test the proper operation of the Apache Web server after
  it has been installed.  If you can read this page, it means that the Apache
  Web server installed at this site is working properly.

  <HR WIDTH=""50%"">

  <H2 ALIGN=""CENTER"">If you are the administrator of this website:</H2>
  <P>
  You may now add content to this directory, and replace this page.  Note that
  until you do so, people visiting your website will see this page, and not your
  content.
  </P>

  <P>If you have upgraded from Red Hat Linux 6.2 and earlier, then you are
  seeing this page because the default <A
  href=""manual/mod/core.html#documentroot""><STRONG>DocumentRoot</STRONG></A>
  set in <TT>/etc/httpd/conf/httpd.conf</TT> has changed.  Any subdirectories
  which existed under <TT>/home/httpd</TT> should now be moved to
  <TT>/var/www</TT>.  Alternatively, the contents of <TT>/var/www</TT> can be
  moved to <TT>/home/httpd</TT>, and the configuration file can be updated
  accordingly.
  </P>

  <HR WIDTH=""50%"">
  <H2 ALIGN=""CENTER"">If you are a member of the general public:</H2>

  <P>
  The fact that you are seeing this page indicates that the website you just
  visited is either experiencing problems, or is undergoing routine maintenance.
  </P>

  <P>
  If you would like to let the administrators of this website know that you've
  seen this page instead of the page you expected, you should send them e-mail.
  In general, mail sent to the name ""webmaster"" and directed to the website's
  domain should reach the appropriate person.
  </P>

  <P>
  For example, if you experienced problems while visiting www.example.com,
  you should send e-mail to ""webmaster@example.com"".
  </P>

  <HR WIDTH=""50%"">

  <P>
  The Apache <A HREF=""manual/index.html"" >documentation</A> has been included
  with this distribution.
  </P>

  <P>
  For documentation and information on Red Hat Linux, please visit the
  <a href=""http://www.redhat.com/"">Red Hat, Inc.</a> website. The manual for
  Red Hat Linux is available <a href=""http://www.redhat.com/manual"">here</a>.
  </P>

  <P>
  You are free to use the image below on an Apache-powered Web
  server.  Thanks for using Apache!
  </P>

  <P ALIGN=""CENTER"">
  <A HREF=""http://www.apache.org/""><IMG SRC=""/icons/apache_pb.gif"" ALT=""[ Powered
by Apache ]""></A>
  </P>

  <P>
  You are free to use the image below on a Red Hat Linux-powered Web
  server. Thanks for using Red Hat Linux!
  </P>

  <P ALIGN=""center"">
  <A HREF=""http://www.redhat.com/""><IMG SRC=""poweredby.png"" ALT=""[ Powered
by Red Hat Linux ]""></A>
  </P>
 </BODY>
</HTML>
"
"25220","","","None","192.168.1.24","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a","http://www.ietf.org/rfc/rfc1323.txt",""
"31654","CVE-2006-3747","7.5","High","192.168.1.24","tcp","80","Apache < 1.3.37 mod_rewrite LDAP Protocol URL Handling Overflow","The remote version of Apache is vulnerable to an off-by-one buffer
overflow attack.","The remote host appears to be running a version of Apache which is
older than 1.3.37. 

This version contains an off-by-one buffer overflow in the mod_rewrite
module.","Upgrade to version 1.3.37 or later.","https://seclists.org/fulldisclosure/2006/Jul/671
https://www.securityfocus.com/archive//443870","
  Version source    : Server: Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Installed version : 1.3.20
  Fixed version     : 1.3.37
"
"31737","CVE-2008-1483","6.9","Medium","192.168.1.24","tcp","22","OpenSSH X11 Forwarding Session Hijacking","The remote SSH service is prone to an X11 session hijacking
vulnerability.","According to its banner, the version of SSH installed on the remote
host is older than 5.0.  Such versions may allow a local user to
hijack X11 sessions because it improperly binds TCP ports on the local
IPv6 interface if the corresponding ports on the IPv4 interface are in
use.","Upgrade to OpenSSH version 5.0 or later.","https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=463011
https://www.openssh.com/txt/release-5.0","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 5.0
"
"31737","CVE-2008-3234","6.9","Medium","192.168.1.24","tcp","22","OpenSSH X11 Forwarding Session Hijacking","The remote SSH service is prone to an X11 session hijacking
vulnerability.","According to its banner, the version of SSH installed on the remote
host is older than 5.0.  Such versions may allow a local user to
hijack X11 sessions because it improperly binds TCP ports on the local
IPv6 interface if the corresponding ports on the IPv4 interface are in
use.","Upgrade to OpenSSH version 5.0 or later.","https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=463011
https://www.openssh.com/txt/release-5.0","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 5.0
"
"35716","","","None","192.168.1.24","tcp","0","Ethernet Card Manufacturer Detection","The manufacturer can be identified from the Ethernet OUI.","Each ethernet MAC address starts with a 24-bit Organizationally 
Unique Identifier (OUI). These OUIs are registered by IEEE.","n/a","https://standards.ieee.org/faqs/regauth.html
http://www.nessus.org/u?794673b4","
The following card manufacturers were identified :

F8:3D:C6:6A:97:AA : AzureWave Technology Inc.
"
"43111","","","None","192.168.1.24","tcp","80","HTTP Methods Allowed (per directory)","This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.","n/a","http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods  HEAD  OPTIONS  TRACE GET are allowed on : 

    /

"
"44065","CVE-2008-5161","4.0","Medium","192.168.1.24","tcp","22","OpenSSH < 5.2 CBC Plaintext Disclosure","The SSH service running on the remote host has an information
disclosure vulnerability.","The version of OpenSSH running on the remote host has an information
disclosure vulnerability.  A design flaw in the SSH specification
could allow a man-in-the-middle attacker to recover up to 32 bits of
plaintext from an SSH-protected connection in the standard
configuration.  An attacker could exploit this to gain access to
sensitive information.","Upgrade to OpenSSH 5.2 or later.","http://www.nessus.org/u?4984aeb9
http://www.openssh.com/txt/cbc.adv
http://www.openssh.com/txt/release-5.2","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 5.2
"
"44069","CVE-2001-1459","7.5","High","192.168.1.24","tcp","22","OpenSSH < 2.9.9p1 Resource Limit Bypass","The remote SSH service is affected by a denial of service
vulnerability.","According to its banner, the remote host is running a version of
OpenSSH earlier than 2.9.9/2.9.9p1.  Such versions fail to initiate a
Pluggable Authentication Module (PAM) session if commands are executed
with no pty.  A remote, unauthenticated attacker, exploiting this
flaw, could bypass resource limits (rlimits) set in pam.d.","Upgrade to OpenSSH 2.9.9/2.9.9p1 or later.","https://marc.info/?l=bugtraq&m=99324968918628&w=2","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 2.9.9p1 / 2.9.9
"
"44070","CVE-2001-1382","5.0","Medium","192.168.1.24","tcp","22","OpenSSH < 2.9.9p2 echo simulation Information Disclosure","The remote SSH service is affected by an information disclosure
vulnerability.","According to its banner, the remote host is running a version of
OpenSSH earlier than 2.9.9p2.  It therefore can potentially disclose
the fact that the 'echo simulation' countermeasure is in use because
the application sends an additional echo packet after the password and
carriage return is entered. 

Note that this issue only exists when the 'echo simulation'
countermeasure is enabled.","Upgrade to OpenSSH 2.9.9p2 or later.","","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 2.9.9p2 / 3.0
"
"44072","CVE-2002-0765","7.5","High","192.168.1.24","tcp","22","OpenSSH < 3.2.3 YP Netgroups Authentication Bypass","The remote SSH server has an authentication bypass vulnerability.","According to its banner, the version of OpenSSH running on the remote
host is older than 3.2.3.  It therefore may be affected by an
authentication bypass issue.  On systems using YP with netgroups, sshd
authenticates users via ACL by checking for the requested username and
password.  Under certain conditions when doing ACL checks, it may
instead use the password entry of a different user for authentication. 
This means unauthorized users could authenticate successfully, and
authorized users could be locked out.","Upgrade to OpenSSH 3.2.3 or later.","http://monkey.org/openbsd/archive/bugs/0205/msg00141.html
https://www.openssh.com/txt/release-3.2.3
http://www.openbsd.org/errata31.html#sshbsdauth","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 3.2.3
"
"44073","CVE-2006-0883","5.0","Medium","192.168.1.24","tcp","22","OpenSSH With OpenPAM DoS","The SSH server running on the remote host has a denial of service
vulnerability.","According to its banner, the version of OpenSSH running on the remote
host is affected by a remote denial of service vulnerability. When
used with OpenPAM, OpenSSH does not properly handle when a forked
child process ends during PAM authentication. This could allow a
remote attacker to cause a denial of service by connecting several
times to the SSH server, waiting for the password prompt and then
disconnecting.","Upgrade to OpenSSH 3.8.1p1 / 3.9 or later.","https://bugzilla.mindrot.org/show_bug.cgi?id=839
http://www.nessus.org/u?170f19e3","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 3.8.1p1 / 3.9
"
"44074","CVE-2004-2069","5.0","Medium","192.168.1.24","tcp","22","Portable OpenSSH < 3.8p1 Multiple Vulnerabilities","Remote attackers may be able to cause information to leak from
aborted sessions.","According to its banner, a version of OpenSSH earlier than 3.8p1 is
running on the remote host and is affected by the following issues:

  - There is an issue in the handling of PAM modules in 
    such versions of OpenSSH.  As a result, OpenSSH may not
    correctly handle aborted conversations with PAM modules. 
    Consequently, that memory may not be scrubbed of 
    sensitive information such as credentials, which could 
    lead to credentials leaking into swap space and core 
    dumps.  Other vulnerabilities in PAM modules could come
    to light because of unpredictable behavior.

  - Denial of service attacks are possible when privilege
    separation is in use. This version of OpenSSH does not
    properly signal non-privileged processes after session
    termination when 'LoginGraceTime' is exceeded. This can
    allow connections to remain open thereby allowing the 
    denial of service when resources are exhausted. 
    (CVE-2004-2069)","Upgrade to OpenSSH 3.8p1 or later.","https://www.cl.cam.ac.uk/~mgk25/otpw.html#opensshbug
https://bugzilla.mindrot.org/show_bug.cgi?id=632
http://www.nessus.org/u?e86aec66
http://www.nessus.org/u?bbd79dfd
http://www.nessus.org/u?d2f25e5c","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 3.8p1
"
